StoreID,Latitude,Longitude,Franchisee
8276,37.8132,-122.247,"Hishmeh, Tareq M."
1875,46.819034,-96.881357,"Graves, Susan L."
5902,30.439333,-88.897046,"Mueller, Glenn A."
5028,27.91717,-82.77834,"Jandrew, Brian K."
4044,41.4129,-73.4511,"Ansari, Massoud"
1202,42.723076,-83.428,"Redies, Thomas D."
8274,34.028,-117.893,"Kraniger, Mark J."
1873,46.7945,-100.794,"Scott, Michael F."
5901,30.40258,-88.93741,"Mueller, Glenn A."
5027,27.884598,-82.812612,"Jandrew, Brian K."
4042,41.1411,-73.2594,"Bhatti, Zafeer Ahmed"
1201,42.734186,-84.493515,"Cesarini, David L."
8273,34.221948,-118.397655,"Hosseini, Dariush"
1872,46.8379,-100.793,"Scott, Michael F."
5898,33.11841,-87.552559,"Hall, Zan R."
5026,27.961645,-82.795686,"Jandrew, Brian K."
4041,41.1945,-73.1988,"Cookston, Robert L. III"
1196,43.622014,-83.913789,"Schloemann, Chris A."
8271,33.714301,-116.23468,"Tapia, Fernando"
1871,46.8284,-100.876,"Scott, Michael F."
5897,33.673182,-86.411808,"Hall, Zan R."
5025,27.831967,-82.638253,"Jandrew, Brian K."
4039,41.352021,-73.080916,"Ahmad, Nasir U."
1194,42.75268,-84.747081,"Arntson, Eric"
8270,34.228217,-118.527172,"Hosseini, Dariush"
1865,46.901513,-98.708235,"Jensen, Frank E."
5896,30.524977,-87.883472,"May, Roy Jeffrey"
5024,28.023539,-82.771866,"McDermott, Elizabeth A."
4036,41.0373,-73.601,"Bhatti, Zafeer Ahmed"
1193,42.71535,-84.60204,"Arntson, Eric"
8269,34.139056,-117.576846,"Hosseini, Dariush"
1862,46.861056,-96.883882,"Graves, Susan L."
5895,30.655843,-87.905513,"May, Roy Jeffrey"
5023,27.84051,-82.792879,"Jandrew, Brian K."
4035,41.3893,-72.8992,"Uddin, Mohammed J."
1191,43.688287,-85.48431,"McMullen, Timothy Y."
8266,33.947564,-116.501189,"Tapia, Fernando"
1861,46.832232,-96.807632,"Graves, Susan L."
5894,33.653663,-86.647632,"Darger, Guy"
5022,27.780531,-82.712958,"Jandrew, Brian K."
4033,41.3176,-72.9448,"Uddin, Mohammed J."
1190,42.255528,-83.260772,"Asmar, Amer T."
8264,35.6365,-120.692,"Hishmeh, Tareq M."
1860,46.905187,-96.795525,"Graves, Susan L."
5893,34.49504,-87.274628,"Dhedhi, Danish W."
5021,27.98994,-82.732872,"Armistead, John D."
4030,41.578773,-73.411846,"Ansari, Massoud"
1189,42.459532,-83.184074,"Asmar, Amer T."
8261,33.686488,-117.3674,"Syriani, Raja"
1859,46.856504,-96.799035,"Graves, Susan L."
5892,34.576706,-86.975366,"Dhedhi, Danish W."
5020,27.941559,-82.744149,"Jandrew, Brian K."
4029,41.3207,-72.8628,"Uddin, Mohammed J."
1188,42.490288,-83.12928,"Dally, Jason"
8258,34.4405,-119.729,"Hishmeh, Tareq M."
9389,45.74058,-122.87896,"Ashdown, Jeromy"
6785,30.136155,-95.288527,"Cunningham, Michael A."
7777,34.60723,-118.14718,"Hosseini, Dariush"
7185,46.05765,-118.34565,"McCluskey, Matthew Shane"
3061,30.520568,-92.074577,"Varela, Mario"
3561,33.79872,-84.75567,"Orcutt, Michael L."
9387,43.990924,-124.102301,"Hodges, Jerry D."
6784,29.978879,-95.513468,"Cunningham, Michael A."
7776,34.5794,-118.118,"Hosseini, Dariush"
7184,47.651541,-117.361011,"Anderson, Shane H."
3059,32.555454,-93.612751,"Mueller, Glenn A."
3560,34.35463,-84.04548,"Orcutt, Michael L."
9386,44.524592,-122.907246,"Hamilton, Troy C."
6783,29.592385,-95.468501,"Cunningham, Michael A."
7775,34.675251,-118.147485,"Hosseini, Dariush"
7183,47.7004,-117.379,"Anderson, Shane H."
3058,30.7908,-89.8621,"Magee, Gregory S."
3558,42.7867,-73.9112,"Erwin, Allan F."
9385,45.406493,-122.677333,"Jones, Alaura Heather"
6782,29.901617,-95.524851,"Cunningham, Michael A."
7774,33.8168,-118.045,"Tapia, Fernando"
7182,47.602955,-117.368511,"Anderson, Shane H."
3057,30.302699,-89.822306,"Mueller, Glenn A."
3557,40.9137,-73.8372,"Cilmi, John M."
9384,29.66356,-98.04985,"Murph, Alan D."
6781,29.653663,-95.354942,"Abdelmotal, Elsadig M."
7773,37.8178,-121.996,"Iqbal, Ali Hassan"
7181,47.85026,-122.25066,"Hamilton, Troy C."
3056,42.489618,-71.273323,"Jenks / Benvenuti, David / Dominic"
3555,40.921317,-73.788019,"Cilmi, John M."
9383,29.603555,-98.223468,"Murph, Alan D."
6780,26.1992,-97.6808,"McCormick, Mitchel A."
7772,33.899794,-117.563154,"Hosseini, Adam Dariush"
7180,45.6177,-122.527538,"Hamilton, Troy C."
3055,29.96958,-90.376618,"Mueller, Glenn A."
3554,40.665541,-73.951149,"Bhuyan, Mili A."
9382,29.34418,-99.12863,"Bernal, Michael P"
6779,29.800811,-95.719772,"Salido, Fernando"
7771,33.859148,-118.160052,"Manos, Anthony P."
7179,45.6403,-122.682,"Hamilton, Troy C."
3054,32.454112,-93.865136,"Mueller, Glenn A."
3552,40.9107,-73.8826,"Cilmi, John M."
9381,31.46496,-97.11241,"Mayhall, Dennis L."
6778,29.38703,-100.90225,"Salido, Fernando"
7770,35.3541,-119.029,"Mollaghasemi-Tabrizi, Gholamhossein"
7178,45.636548,-122.599537,"Hamilton, Troy C."
3053,32.5452,-92.0141,"Tucker, Freddie"
3551,40.954894,-73.865643,"Cookston, Robert L. III"
9379,33.002626,-96.978728,"McKanna, Michael Corey"
6777,26.30264,-98.17812,"Salido, Fernando"
7769,36.3418,-119.278,"Hishmeh, Tareq M."
7177,45.678139,-122.661433,"Hamilton, Troy C."
3049,44.627648,-73.117483,"Jarvis, Timothy R."
3550,41.028537,-73.791069,"Cookston, Robert L. III"
9378,29.965567,-95.540954,"Funderburg, Dain F."
6776,30.08247,-95.448442,"Cunningham, Michael A."
7768,36.080551,-119.040431,"Hishmeh, Tareq M."
7176,46.730694,-122.985952,"Walter, Eldon R."
3048,29.638475,-90.759385,"Mueller, Glenn A."
3545,40.6801,-73.9421,"Ali, Raja Shahid"
9377,31.109126,-99.332727,"Funderburg, Dain F."
6775,30.50487,-97.71862,"Cunningham, Michael A."
7767,34.1831,-118.929,"Weinsoff, Jack M."
7175,46.143305,-122.929954,"Farmer, Patrick D."
3047,29.953799,-92.001879,"Mueller, Glenn A."
3544,40.5883,-73.6719,"Shek, Mohammed Faruk"
9376,29.573588,-95.283618,"Mayhall, Dennis L."
6774,29.664009,-95.08668,"Salido, Fernando"
7766,34.053638,-117.977501,"Kraniger, Mark J."
7174,47.601317,-122.333551,"Keller, Gregory S."
3046,32.427512,-93.709865,"Mueller, Glenn A."
3540,43.994045,-75.900193,"Erwin, Allan F."
9375,32.87793,-97.42649,"Mayhall, Dennis L."
6773,25.937715,-97.500974,"Salido, Fernando"
7765,36.2086,-119.343,"Vizzolini, Matt J."
7173,47.134325,-119.275056,"Hughes, Kevin"
3045,30.420751,-91.219076,"Mueller, Glenn A."
3539,33.60777,-84.4449,"Podsen, Joseph M."
9374,26.25441,-98.31849,"Salido, Fernando"
6772,27.59105,-99.47899,"Salido, Fernando"
7764,37.786466,-122.417737,"Vandenberg, Bruce M."
7172,47.617598,-122.35336,"Keller, Gregory S."
3044,30.44282,-90.14279,"Mueller, Glenn A."
3537,40.88541,-73.861845,"Cookston, Robert L. III"
9373,29.36574,-98.44078,"Murph, Alan D."
6771,25.920888,-97.468142,"Salido, Fernando"
7763,36.82231,-119.84476,"Patibandla Rao, Malli"
7171,46.59332,-120.605201,"Farmer, Patrick D."
3043,30.261333,-90.99006,"Prior, Lee S."
3536,40.8545,-73.9069,"Cookston, Robert L. III"
9372,30.33659,-97.71822,"Sanches, Kristopher John"
6770,26.2415,-98.23512,"Salido, Fernando"
7762,36.810511,-119.86421,"Patibandla Rao, Malli"
7170,46.604453,-120.494277,"Farmer, Patrick D."
3042,46.136019,-67.838687,"Prior, Lee S."
3535,40.767527,-73.912029,"Sharma, Yash P."
9371,32.62811,-97.13506,"Mayhall, Dennis L."
6769,29.525053,-95.05375,"Mouch, Thomas F."
7760,36.600567,-119.459895,"DeGrandis, Greg"
7169,47.54405,-122.05514,"Brown, Michael W."
3041,44.079785,-70.192485,"Stelser, Fernando J."
3534,40.669076,-73.714454,"Ahmed, MD Shueb"
9370,46.238316,-114.15449,"McMillan, Jeremy Matthew"
6768,29.6206,-95.7434,"Mouch, Thomas F."
7759,36.343,-119.655,"Hishmeh, Tareq M."
7168,46.2075,-119.117,"Stidham, Daniel R."
3038,30.419357,-90.040222,"Mueller, Glenn A."
3531,40.742296,-73.873919,"Sharma, Yash P."
9366,27.710391,-97.406583,"Dain, Daniel W. Jr."
6767,29.732841,-98.081859,"Salido, Fernando"
7758,38.934748,-121.092813,"Turner, D. Craig"
7167,46.240537,-119.141087,"Hines, Timothy"
3037,30.477492,-90.862866,"Mueller, Glenn A."
3529,40.597,-74.0851,"Sharma, Yash P."
9365,30.20013,-97.8685,"Funderburg, Dain F."
6766,30.05649,-95.21285,"Dennis, Brian K."
7757,33.135461,-117.181915,"Hosseini, Dariush"
7166,46.290407,-119.276076,"Hines, Timothy"
3036,30.291061,-91.910961,"Mueller, Glenn A."
3528,40.6754,-73.8124,"Mohammed, Nur"
9364,27.599471,-97.223033,"Dain, Daniel W. Jr."
6765,27.515473,-97.861436,"Molina, Henry"
7756,33.194913,-117.287796,"Hosseini, Dariush"
7165,46.211771,-119.182606,"Hines, Timothy"
3032,30.104,-91.941361,"Mueller, Glenn A."
3527,33.6875,-85.1508,"Podsen, Joseph M."
9363,28.036332,-97.516213,"Dain, Daniel W. Jr."
6764,30.24492,-94.21081,"Cunningham, Michael A."
7754,33.134375,-117.086244,"Syriani, Raja"
7164,46.570535,-120.509233,"Farmer, Patrick D."
3031,30.324154,-90.979257,"Mueller, Glenn A."
3526,40.757698,-73.874113,"Sharma, Yash P."
9362,27.795914,-97.433801,"Dain, Daniel W. Jr."
6763,29.6527,-95.0201,"Cunningham, Michael A."
7753,33.104918,-117.075216,"Syriani, Raja"
7163,48.435417,-122.320778,"Farmer, Patrick D."
3030,40.97925,-73.8311,"Cookston, Robert L. III"
3525,34.1225,-83.76362,"Fox, Gregory B."
9361,30.307784,-97.920868,"Pallagi, Christopher J."
6762,30.361457,-94.172716,"Cunningham, Michael A."
7752,33.4321,-117.626,"Kraniger, Mark J."
7162,47.44973,-122.185692,"Alexander, Steven"
3027,30.295395,-92.028905,"Mueller, Glenn A."
3523,40.6918,-73.8637,"Sharma, Yash P."
9360,33.423392,-96.588912,"Palmer, Steven T."
6761,29.556307,-98.668739,"Murph, Alan D."
7751,33.19452,-117.380445,"Hosseini, Dariush"
7161,47.929236,-122.099173,"Farmer, Patrick D."
3025,44.101085,-69.124943,"Prior, Lee S."
3522,40.6795,-73.7609,"Ahmed, MD Shueb"
9357,38.83186,-76.941693,"Carter, Malcolm"
6760,27.7427,-97.4408,"Dain, Daniel W. Jr."
7750,33.2446,-117.323,"Casey, Shane B."
7160,46.999,-120.542,"England, Ronald D."
3024,44.8012,-68.7752,"Prior, Lee S."
3521,40.7654,-73.817,"Sharma, Yash P."
9356,39.521349,-77.65959,"Clise, Michael W."
6759,28.9729,-95.9697,"Dhedhi, Danish W."
7749,34.0341,-117.072,"La Mountain, Doyle"
7157,47.62082,-122.199636,"Brown, Michael W."
3023,44.099146,-70.231837,"Stelser, Fernando J."
3520,42.959155,-78.815574,"Erwin, Allan F."
9355,39.655608,-78.926228,"Malament, Charles L."
6758,27.645172,-97.297476,"Dain, Daniel W. Jr."
7748,34.099866,-117.585571,"Hosseini, Dariush"
7156,48.785602,-122.483821,"Farmer, Patrick D."
3022,44.310789,-69.782551,"Stelser, Fernando J."
3519,43.1473,-76.2304,"Gray, Gregory E."
9354,39.65409,-78.760613,"Malament, Charles L."
6757,27.885543,-97.318439,"Dain, Daniel W. Jr."
7747,33.9275,-118.211,"Manos, Anthony P."
7155,47.489337,-122.165568,"Ancheta, Elvis T."
3021,44.548694,-69.634428,"Prior, Lee S."
3517,40.7076,-73.8172,"Sharma, Yash P."
9353,38.978838,-76.541709,"Palmer, Steven T."
6756,27.688411,-97.362805,"Dain, Daniel W. Jr."
7746,33.9972,-117.814,"Manos, Anthony P."
7149,47.775245,-122.309896,"Farmer, Patrick D."
3020,43.912307,-69.96412,"Stelser, Fernando J."
3516,41.1057,-74.0338,"Cilmi, John M."
9352,33.755293,-96.538161,"Palmer, Steven T."
6755,27.84643,-97.587407,"Dain, Daniel W. Jr."
7745,33.795939,-118.108453,"Manos, Anthony P."
7148,47.690164,-122.377106,"Keller, Gregory S."
3016,30.439479,-90.463784,"Mueller, Glenn A."
3515,41.0593,-74.0198,"Khan, Muhammad Riaz"
9351,39.302469,-76.619322,"Vigil, Lawrence A."
6754,30.096977,-96.076657,"Dhedhi, Danish W."
7744,33.787889,-117.869994,"Manos, Anthony P."
7147,47.7197,-122.355,"Farmer, Patrick D."
3015,43.9188,-69.8268,"Stelser, Fernando J."
3514,40.7882,-73.651,"Malik, Sanan"
9349,33.551798,-101.956103,"Vigil, Lawrence A."
6753,27.665303,-97.392388,"Dain, Daniel W. Jr."
7743,34.114065,-118.150611,"Patibandla Rao, Malli"
7145,47.563278,-122.287965,"Keller, Gregory S."
3013,43.823766,-70.434762,"Prior, Lee S."
3513,43.136576,-76.129196,"Lee, Michael S."
9348,30.317279,-97.984631,"Pallagi, Christopher J."
6752,27.738938,-97.387437,"Dain, Daniel W. Jr."
7742,39.1374,-121.63,"Shehadeh, Issa J."
7144,47.6133,-122.321,"Keller, Gregory S."
3012,30.113231,-92.124942,"Mueller, Glenn A."
3511,40.7985,-73.9411,"Cilmi, John M."
9347,29.902633,-96.905947,"Cunningham, Michael A."
6751,27.690498,-97.400038,"Dain, Daniel W. Jr."
7741,34.186655,-118.642803,"Hosseini, Dariush"
7143,47.945049,-117.478167,"Anderson, Shane H."
3011,29.472338,-90.315941,"Carpenter, Penne L."
3510,41.613577,-73.914281,"Cilmi, John M."
9346,29.754492,-95.499351,"Mayhall, Dennis L."
6750,27.76307,-97.402834,"Dain, Daniel W. Jr."
7740,33.96302,-118.370652,"Manos, Anthony P."
7142,47.544486,-122.387216,"Keller, Gregory S."
3010,43.43511,-70.772442,"Prior, Lee S."
3509,40.774,-73.5149,"Sharma, Yash P."
9345,32.762983,-97.485201,"Mayhall, Dennis L."
6749,33.031833,-97.070083,"McKanna, Michael Corey"
7739,34.0747,-117.689,"Hosseini, Dariush"
7138,45.75528,-108.52877,"Keller, Gregory S."
5478,35.22535,-88.24238,"Turner, Ty Michael"
4525,40.0474,-74.8951,"Joarder, Mohammed Shamsuzzaman"
1854,48.1488,-103.622,"Erwin, Allan F."
8862,32.839069,-96.992768,"Bailey, Brian K."
5891,34.542884,-86.92139,"Dhedhi, Danish W."
1187,42.263099,-83.186598,"Asmar, Amer T."
8255,34.887948,-117.019887,"Tapia, Fernando"
2444,41.346971,-82.067654,"Palmiotto, Robert"
5477,36.146095,-82.415217,"Hamilton, Bryan S."
4524,40.405973,-74.128921,"Cecere, Robert A."
1853,46.2638,-96.6045,"Graves, Susan L."
8861,34.236229,-78.00295,"Barber, John C."
5890,33.955204,-86.465231,"Hall, Zan R."
1185,42.698935,-83.035105,"Asmar, Amer T."
8253,33.885371,-117.225764,"Mollaghasemi-Tabrizi, Gholamhossein"
2441,41.042935,-81.437069,"Satterwhite, Anthony D."
5476,36.2268,-83.2652,"Hurd, Timothy A."
4523,39.8057,-74.9901,"McLaughlin, Brad A."
1852,47.932799,-97.360064,"Graves, Susan L."
8859,35.205401,-79.483728,"Rhodes, Gerald B."
5889,33.480006,-86.702303,"Dawoud, Mohammed (David)"
1184,42.547028,-83.437664,"Asmar, Amer T."
8252,34.134855,-117.907387,"Ryan, Dennis W."
2439,41.9437,-80.5561,"Short, Christopher J."
5475,36.2003,-83.3396,"Hurd, Timothy A."
4522,39.9464,-75.027,"Witting, Christopher W."
1851,47.8942,-97.0446,"Graves, Susan L."
8858,35.377658,-80.731131,"Patterson, G. Mack"
5888,33.27815,-86.35518,"Hall, Steven D."
1183,42.639127,-83.36432,"Asmar, Amer T."
8251,34.063063,-117.243251,"La Mountain, Doyle"
2435,39.255672,-84.7994,"Phelps, Richard W."
5474,36.5112,-82.5171,"Hurd, Timothy A."
4521,40.6617,-74.211,"Khan, Mohammad S."
1847,44.414728,-103.51059,"Erwin, Allan F."
8857,36.040735,-79.961989,"Thomas, Paul L."
5887,34.440282,-86.943121,"Dhedhi, Danish W."
1182,42.477169,-83.042734,"Dally, Jason"
8249,37.12356,-120.25954,"DeGrandis, Greg"
2434,39.111803,-84.574154,"Glass, John B."
5473,36.3365,-82.2613,"Hurd, Timothy A."
4520,40.0427,-74.5766,"Joarder, Mohammed Shamsuzzaman"
1846,44.0296,-103.2703,"Erwin, Allan F."
8856,35.241189,-81.343939,"Patterson, G. Mack"
5886,34.800408,-86.951963,"Dhedhi, Danish W."
1180,43.034265,-85.620549,"Arntson, Eric"
8248,33.81629,-117.22956,"Varner, Russell L."
2432,38.871846,-83.903468,"Glass, John B."
5472,36.5531,-82.5718,"Hurd, Timothy A."
4519,39.4302,-75.2337,"Joarder, Mohammed Shamsuzzaman"
1845,44.497978,-103.860103,"Erwin, Allan F."
8855,35.775635,-78.637441,"Ebert, Gale W."
5885,32.342579,-86.339444,"D'Andrea, Peter P."
1178,46.454463,-90.168453,"Carlson, Duane L. Jr."
8246,35.318,-119.073,"Mollaghasemi-Tabrizi, Gholamhossein"
2431,39.2218,-84.4415,"Glass, John B."
5471,36.37512,-82.427567,"Hurd, Timothy A."
4518,40.907,-74.1951,"Martinez, Wellington"
1842,44.130855,-103.072908,"Erwin, Allan F."
8854,35.738707,-77.903883,"Qasim, S. Osman"
5884,33.4548,-86.7357,"Dawoud, Mohammed (David)"
1175,43.117017,-85.550248,"McGraw, Mark"
8245,32.785758,-117.16932,"Tobie, Pamela A."
2430,39.0949,-84.6119,"Glass, John B."
5470,36.308338,-82.361496,"Hurd, Timothy A."
4517,40.725453,-74.225585,"Khan, Mohammad S."
1840,44.0877,-103.21,"Erwin, Allan F."
8853,35.317748,-82.59047,"Qasim, S. Osman"
5883,34.469613,-85.701996,"Hall, Zan R."
1170,42.81118,-83.251816,"Asmar, Amer T."
8244,34.0762,-118.345,"Patibandla Rao, Malli"
2422,41.424561,-81.613641,"Qureshi, Muhammad Bilal"
5469,35.905088,-84.020534,"Hamilton, Bryan S."
4516,39.486134,-75.024565,"Joarder, Mohammed Shamsuzzaman"
1826,45.4598,-98.4882,"Duvall, Darin D."
8852,36.09769,-80.251062,"Heaney, Sean T."
5882,34.710875,-86.741597,"Dhedhi, Danish W."
1169,42.446904,-83.087378,"Seck, Lamine"
8243,34.255741,-118.436674,"Hosseini, Dariush"
2420,41.2803,-84.3681,"Omlor, Michael V."
5468,35.907157,-84.107328,"Hamilton, Bryan S."
4515,39.705745,-75.113338,"Joarder, Mohammed Shamsuzzaman"
1825,44.8899,-97.1091,"Graves, Susan L."
8851,35.394653,-82.505655,"Qasim, S. Osman"
5881,34.773027,-86.833292,"Dhedhi, Danish W."
1167,42.675561,-84.547322,"Arntson, Eric"
8242,34.3075,-118.449,"Patibandla Rao, Malli"
2418,40.889116,-84.578725,"Omlor, Michael V."
5467,35.746479,-86.936707,"Murph, Alan D."
4514,40.731899,-74.201065,"Khan, Mohammad S."
1821,42.881063,-97.396776,"Graves, Susan L."
8850,35.500923,-82.524073,"Qasim, S. Osman"
5880,34.7443,-87.6631,"Dhedhi, Danish W."
1166,46.494355,-84.35017,"Lambert, Adam K."
8241,37.7926,-122.2,"Hishmeh, Tareq M."
2414,41.722346,-83.553017,"Edler, Brian L."
5466,35.9796,-83.9233,"D'Andrea, Peter P."
4513,39.279306,-74.575794,"Joarder, Mohammed Shamsuzzaman"
1820,44.311562,-96.789631,"Graves, Susan L."
8849,35.830852,-78.908315,"Farrior, Mark S."
5879,30.67541,-88.1436,"Mueller, Glenn A."
1165,47.120072,-88.555089,"Lambert, Adam K."
8240,37.2918,-121.993,"Iqbal, Ali Hassan"
2411,41.471256,-84.550628,"Edler, Brian L."
5465,35.714374,-84.018548,"Hamilton, Bryan S."
4512,39.4078,-75.038,"Joarder, Mohammed Shamsuzzaman"
1816,43.712867,-98.029825,"Van Diepen, Melissa"
8848,35.174124,-78.997988,"Qasim, S. Osman"
5878,34.86979,-87.6912,"Dhedhi, Danish W."
1163,42.560677,-82.870299,"Asmar, Amer T."
8238,33.932098,-117.893988,"Manos, Anthony P."
2407,41.05316,-83.611566,"Edler, Brian L."
5464,36.007436,-83.976118,"D'Andrea, Peter P."
4511,39.9892,-75.0114,"Witting, Christopher W."
1815,44.3658,-98.2135,"Van Diepen, Melissa"
8847,35.196655,-80.851139,"Patterson, G. Mack"
5877,34.823178,-87.655631,"Dhedhi, Danish W."
1161,43.018459,-83.636647,"Asmar, Amer T."
8237,35.38259,-119.14708,"Hishmeh, Tareq M."
2406,41.050831,-83.650538,"Edler, Brian L."
5462,35.1391,-85.3294,"Hamilton, Bryan S."
4510,39.910311,-75.048869,"Joarder, Mohammed Shamsuzzaman"
1814,44.360437,-100.332059,"Deichert, Luke J."
8846,35.716906,-81.229447,"Patterson, G. Mack"
5876,31.26537,-85.4407,"Longen, Jerry A."
1160,42.9977,-84.1787,"Arntson, Eric"
8236,32.978339,-115.543094,"Hoffman, Stacy A."
2404,41.0759,-81.4952,"Short, Christopher J."
5461,36.067831,-83.927423,"D'Andrea, Peter P."
4509,40.7441,-74.2583,"Jahangir, Waheed"
1804,43.500339,-96.708193,"Graves, Susan L."
8845,35.320608,-80.651489,"Patterson, G. Mack"
5875,34.671083,-86.539556,"Dhedhi, Danish W."
1159,42.992857,-83.732904,"Asmar, Amer T."
8235,34.4446,-118.5079,"Schwesinger, Dennis E."
2403,41.5352,-80.867,"Qureshi, Muhammad Bilal"
5460,35.95057,-83.93972,"D'Andrea, Peter P."
4508,39.875147,-74.815391,"Joarder, Mohammed Shamsuzzaman"
1803,42.7871,-96.9242,"Graves, Susan L."
8844,35.405227,-80.449415,"Qasim, S. Osman"
5874,34.77078,-86.590533,"Dhedhi, Danish W."
1151,42.9837,-83.6931,"Asmar, Amer T."
8233,34.420246,-117.292847,"Tapia, Fernando"
2402,41.374903,-83.648085,"Omlor, Michael V."
5459,35.880232,-84.161546,"Hamilton, Bryan S."
4507,39.87868,-75.1156,"Joarder, Mohammed Shamsuzzaman"
1802,43.5255,-96.775,"Graves, Susan L."
8843,35.518263,-78.560851,"O'Leary, John P."
5873,34.7352,-86.6423,"Dhedhi, Danish W."
1149,43.039793,-83.321615,"Redies, Thomas D."
8232,34.436747,-119.808957,"Hishmeh, Tareq M."
2401,41.14087,-81.356726,"Graves, Susan L."
5457,35.941998,-84.040898,"Hamilton, Bryan S."
4506,39.635339,-74.804315,"Joarder, Mohammed Shamsuzzaman"
1801,43.5453,-96.6773,"Graves, Susan L."
8842,34.803758,-78.977246,"Ridge, John E. Jr."
5872,34.632706,-86.566471,"Dhedhi, Danish W."
1148,43.145637,-85.710055,"Arntson, Eric"
8230,33.9254,-118.155,"Tapia, Fernando"
2397,40.794653,-81.694088,"Burrow, Brian D."
5456,36.327009,-86.700344,"Murph, Alan D."
4505,39.3934,-74.559,"Joarder, Mohammed Shamsuzzaman"
1800,43.5356,-96.7312,"Graves, Susan L."
8841,35.692126,-78.425942,"Rhodes, Gerald B."
5871,34.74,-86.5769,"Dhedhi, Danish W."
1147,43.03671,-85.6885,"Arntson, Eric"
8229,38.4326,-122.742,"Hishmeh, Tareq M."
2396,39.505518,-84.748796,"Glass, John B."
5455,35.091976,-89.808743,"Shifflett, Juan Jason"
4504,40.8413,-74.2788,"Martinez, Wellington"
1791,43.155436,-95.147638,"Gritz, Paul M."
8840,35.670436,-82.583973,"Qasim, S. Osman"
5870,34.704,-86.6092,"Dhedhi, Danish W."
1144,42.0105,-86.495,"Morey, David Allen Jr."
8227,34.034265,-118.216243,"Hamill, R. Brent"
2393,37.64259,-91.53573,"Wampler, Stephen E."
5454,35.139383,-90.038494,"Dhedhi, Danish W."
4502,40.170243,-74.700202,"Joarder, Mohammed Shamsuzzaman"
1790,43.162873,-93.202143,"Gritz, Paul M."
8839,36.332247,-78.433212,"Rea, Michael S."
5869,34.664625,-86.034589,"Dhedhi, Danish W."
1143,45.837,-87.0372,"Lambert, Adam K."
8226,33.9165,-118.35,"Manos, Anthony P."
2389,39.56196,-84.232438,"Metro, Louis C."
5453,35.148569,-89.919515,"Dhedhi, Danish W."
4501,40.649609,-74.241399,"Khan, Mohammad S."
1788,40.4,-91.3876,"Mabrey, Jeffrey M."
8836,35.872454,-77.826566,"Crum, Bart H."
5868,34.1739,-86.8462,"Dhedhi, Danish W."
1141,42.533505,-83.502087,"Asmar, Amer T."
8225,34.422806,-119.289651,"Hishmeh, Tareq M."
2387,40.7304,-84.144,"DePugh, Steve"
5452,36.116554,-85.507577,"Powers, John M."
4500,40.756107,-74.046548,"Khan, Shafiq A."
1785,41.831339,-94.106906,"Hawkins, Ryan G."
8831,30.20265,-93.88203,"Brown, Randy L. Sr."
5867,34.334926,-86.504521,"Dhedhi, Danish W."
1140,42.497674,-82.897715,"Dally, Jason"
8224,33.962246,-118.421206,"Hosseini, Dariush"
2384,39.52049,-84.38256,"Metro, Louis C."
5451,36.343105,-86.529821,"Murph, Alan D."
4497,39.738742,-75.590748,"Khan, Mohammad S."
1780,43.408383,-95.126416,"Hawkins, Ryan G."
8830,35.497929,-82.982999,"Qasim, S. Osman"
5866,33.955276,-86.041834,"Hall, Zan R."
1139,42.479543,-82.964529,"Dally, Jason"
8223,34.168918,-118.121832,"Patibandla Rao, Malli"
2383,39.376631,-84.549297,"Metro, Louis C."
5450,35.1168,-89.9456,"Dhedhi, Danish W."
4495,35.8997,-78.79315,"Soignet, Michael Woodrow"
1777,41.046298,-94.373799,"Bower, Brian Patrick"
8829,35.408987,-78.672206,"Rhodes, Gerald B."
5865,33.590621,-86.697558,"Hall, Steven D."
1138,42.944678,-85.667528,"Arntson, Eric"
8219,34.165996,-117.332544,"La Mountain, Doyle"
2382,39.4143,-84.582,"Metro, Louis C."
5448,35.062468,-89.990848,"Narlock, Alexander Stephen"
4494,39.493994,-75.649549,"Khan, Mohammad S."
1771,42.505449,-96.416549,"Graves, Susan L."
8826,35.854553,-77.056523,"Rea, Michael S."
5864,33.304322,-87.600335,"Hall, Zan R."
1136,42.644963,-82.89768,"Asmar, Amer T."
8217,37.707662,-122.416055,"Iqbal, Ali Hassan"
2381,39.3517,-84.5471,"Metro, Louis C."
5447,36.178302,-86.519553,"Murph, Alan D."
4493,35.978489,-78.509604,"Ferone, Steven"
1770,42.470565,-96.353517,"Graves, Susan L."
8825,35.022601,-80.84674,"Patterson, G. Mack"
5863,33.282117,-86.853734,"Midgette, Evan James Jr."
1134,42.675732,-82.749792,"Asmar, Amer T."
8215,34.0275,-117.611,"Tapia, Fernando"
2380,39.499635,-84.348527,"Metro, Louis C."
5446,36.3036,-86.6261,"Murph, Alan D."
4492,36.187325,-81.239547,"Patel, Himanshu B."
1769,41.262,-95.8738,"Cutchall, Gregory S."
8824,35.9226,-78.4678,"Ferone, Steven"
5860,33.811501,-85.761421,"Barger, Brian F."
1133,42.906391,-85.607732,"Arntson, Eric"
8214,33.890154,-118.303168,"Hosseini, Dariush"
2379,39.072577,-84.320101,"Glass, John B."
5445,35.34434,-89.907534,"Dhedhi, Danish W."
4491,35.05273,-78.862721,"Qasim, S. Osman"
1766,41.411444,-92.9317,"Ocel, Scott A."
