StoreID,Latitude,Longitude,City,State,Franchisee,Phone,IsOpen,StoreAsOfTime,EstimatedWaitMinutes
9191,39.770867,-89.713372,Springfield,IL,"Ratterman, Mark B.",(217) 717-2103,False,2023-01-07 07:05:44,20-30
8065,29.437231,-98.679389,San Antonio,TX,"Murph, Alan D.",(210) 682-7272,False,2023-01-07 07:05:09,20-30
5864,33.304322,-87.600335,Northport,AL,"Hall, Zan R.",(205) 872-1800,False,2023-01-07 07:03:42,15-25
1765,41.976684,-91.622622,Cedar Rapids,IA,"Ocel, Scott A.",(319) 774-2440,False,2023-01-07 07:01:25,18-28
5447,36.178302,-86.519553,Mt. Juliet,TN,"Murph, Alan D.",(615) 857-3030,False,2023-01-07 07:03:26,13-23
4493,35.978489,-78.509604,Wake Forest,NC,"Ferone, Steven",(919) 554-1155,False,2023-01-07 08:02:52,30-40
9190,39.603727,-87.686658,Paris,IL,"Duvall, Samuel Edward",(217) 712-2033,False,2023-01-07 07:05:44,13-23
8064,29.685576,-98.472602,San Antonio,TX,"Murph, Alan D.",(210) 253-8100,False,2023-01-07 07:05:09,20-30
5863,33.282117,-86.853734,Helena,AL,"Midgette, Evan James Jr.",(205) 621-4300,False,2023-01-07 07:03:42,15-25
1764,42.469247,-92.321951,Waterloo,IA,"Stoll, Norman L.",(319) 486-4488,False,2023-01-07 07:01:25,20-30
5446,36.3036,-86.6261,Hendersonville,TN,"Murph, Alan D.",(615) 264-3030,False,2023-01-07 07:03:26,10-20
4492,36.187325,-81.239547,Millers Creek,NC,"Patel, Himanshu B.",(336) 818-4355,False,2023-01-07 08:02:52,20-30
9189,40.625087,-89.620773,North Pekin,IL,"Ratterman, Mark B.",(309) 304-7400,False,2023-01-07 07:05:43,15-25
8063,29.462919,-98.43431,Fort Sam Houston,TX,"Murph, Alan D.",(210) 507-5656,False,2023-01-07 07:05:09,17-27
5860,33.811501,-85.761421,Jacksonville,AL,"Barger, Brian F.",(256) 435-8200,False,2023-01-07 07:03:42,15-25
1762,42.4941,-92.3768,Waterloo,IA,"Stoll, Norman L.",(319) 291-3030,False,2023-01-07 07:01:25,20-30
5445,35.34434,-89.907534,Millington,TN,"Dhedhi, Danish W.",(901) 873-3030,False,2023-01-07 07:03:26,15-25
4491,35.05273,-78.862721,Fayetteville,NC,"Qasim, S. Osman",(910) 433-3030,False,2023-01-07 08:02:52,15-25
9188,42.001973,-87.671533,Chicago,IL,"Lindeman, Kenneth R.",(773) 346-3535,False,2023-01-07 07:05:44,15-25
8062,29.551484,-98.57293,San Antonio,TX,"Murph, Alan D.",(210) 236-3888,False,2023-01-07 07:05:09,20-30
5859,33.55565,-86.26868,Pell City,AL,"Hall, Billy James",(205) 338-4780,False,2023-01-07 07:03:42,15-25
1759,41.856351,-90.185654,Clinton,IA,"Ocel, Scott A.",(563) 241-7900,False,2023-01-07 07:01:25,18-28
5444,35.161627,-89.79609,Cordova,TN,"Dhedhi, Danish W.",(901) 754-0303,False,2023-01-07 07:03:26,15-25
4490,35.083024,-80.728767,Matthews,NC,"Patterson, G. Mack",(704) 845-1800,False,2023-01-07 08:02:52,15-25
9187,41.881587,-87.649934,Chicago,IL,"Manos, Anthony P.",(312) 429-4988,False,2023-01-07 07:05:44,20-30
8061,28.875868,-96.997427,Victoria,TX,"McBride, Alfred Timothy",(361) 485-0990,False,2023-01-07 07:05:09,15-25
5858,33.997207,-86.093188,Attalla,AL,"Hall, Zan R.",(256) 538-1171,False,2023-01-07 07:03:42,20-30
1758,41.548458,-90.505503,Bettendorf,IA,"Ocel, Scott A.",(563) 359-7777,False,2023-01-07 07:01:25,18-28
5443,36.182857,-86.606584,Hermitage,TN,"Murph, Alan D.",(615) 885-3330,False,2023-01-07 07:03:26,11-21
4488,35.306267,-80.852596,Charlotte,NC,"Patterson, G. Mack",(704) 392-7850,False,2023-01-07 08:02:52,15-25
9186,41.53846,-88.19999,Shorewood,IL,"Montez, Raymond J.",(779) 234-4200,False,2023-01-07 07:05:44,20-30
8060,32.572977,-97.068377,Mansfield,TX,"Mayhall, Dennis L.",(817) 842-6600,False,2023-01-07 07:05:09,20-30
5857,33.436646,-86.089494,Talladega,AL,"Ford, Grant Forrester",(256) 362-6800,False,2023-01-07 07:03:42,15-25
1756,41.446877,-91.030898,Muscatine,IA,"Bjerke, Stuart A.",(563) 264-3030,False,2023-01-07 07:01:25,18-28
5442,35.05105,-89.814002,Memphis,TN,"Dhedhi, Danish W.",(901) 624-5114,False,2023-01-07 07:03:26,20-30
4487,35.334692,-80.794149,Charlotte,NC,"Patterson, G. Mack",(704) 598-2230,False,2023-01-07 08:02:52,15-25
9185,42.308657,-88.431405,Woodstock,IL,"Manos, Anthony P.",(815) 345-3366,False,2023-01-07 07:05:43,20-30
8059,30.538712,-97.671006,Round Rock,TX,"Cunningham, Michael A.",(512) 428-4809,False,2023-01-07 07:05:09,20-30
5856,33.659359,-86.813205,Gardendale,AL,"Ghabayen, Waleed",(205) 386-6677,False,2023-01-07 07:03:42,15-30
1753,41.539054,-90.573976,Davenport,IA,"Ocel, Scott A.",(563) 323-3030,False,2023-01-07 07:01:25,18-28
5441,36.520866,-87.232557,Clarksville,TN,"Murgas, Antonio C.",(931) 552-0030,False,2023-01-07 07:03:26,25-35
4486,35.814992,-78.660907,Raleigh,NC,"Ebert, Gale W.",(919) 783-8803,False,2023-01-07 08:02:52,22-32
9184,39.484538,-88.17421,Charleston,IL,"Duvall, Samuel Edward",(217) 345-3030,False,2023-01-07 07:05:43,13-23
8058,33.47299,-94.40254,New Boston,TX,"Mekonnen, Mac A.",(903) 628-1415,False,2023-01-07 07:05:09,20-30
5855,34.019742,-86.015974,Gadsden,AL,"Hall, Zan R.",(256) 952-7500,False,2023-01-07 07:03:42,20-30
1750,41.644209,-91.532378,Iowa City,IA,"Bjerke, Stuart A.",(319) 338-0030,False,2023-01-07 07:01:25,20-35
5440,36.578888,-87.409595,Clarksville,TN,"Murgas, Antonio C.",(931) 552-3030,False,2023-01-07 07:03:26,25-35
4485,34.134239,-77.894865,Wilmington,NC,"Barber, John C.",(910) 395-5656,False,2023-01-07 08:02:52,15-25
9183,42.16774,-87.84397,Deerfield,IL,"Montez, Raymond J.",(847) 350-7771,False,2023-01-07 07:05:43,20-30
8057,32.605099,-96.788871,Lancaster,TX,"Mekonnen, Mac A.",(972) 227-3015,False,2023-01-07 07:05:09,16-31
5854,33.315609,-86.799785,Pelham,AL,"Midgette, Evan James Jr.",(205) 663-9425,False,2023-01-07 07:03:42,15-25
1747,41.561522,-90.581334,Davenport,IA,"Ocel, Scott A.",(563) 362-2424,False,2023-01-07 07:01:24,18-28
5439,35.204383,-89.812131,Memphis,TN,"Dhedhi, Danish W.",(901) 383-8282,False,2023-01-07 07:03:26,15-25
4484,34.2202,-77.8164,Wilmington,NC,"Barber, John C.",(910) 256-4964,False,2023-01-07 08:02:51,20-30
2435,39.255672,-84.7994,Harrison,OH,"Phelps, Richard W.",(513) 367-5800,False,2023-01-07 08:01:44,20-30
6369,39.094973,-104.866135,Monument,CO,"Burgess, Timothy Kent",(719) 219-0603,False,2023-01-07 06:04:02,20-30
4027,41.27524,-72.990376,Orange,CT,"Ahmad, Nasir U.",(203) 933-4040,False,2023-01-07 08:02:35,28-38
3003,43.122796,-70.71688,Kittery,ME,"Jenks / Benvenuti, David / Dominic",(207) 439-1300,False,2023-01-07 08:02:00,10-20
7605,33.377408,-112.045324,Phoenix,UT,"Rasmussen, Chirstopher R.",(435) 534-5533,False,2023-01-07 06:04:53,20-30
6748,30.207827,-95.527835,Spring,TX,"Cunningham, Michael A.",(281) 298-9444,False,2023-01-07 07:04:18,15-25
1182,42.477169,-83.042734,Warren,MI,"Dally, Jason",(586) 619-9590,False,2023-01-07 07:56:08,20-30
2434,39.111803,-84.574154,Cincinnati,OH,"Glass, John B.",(513) 921-9700,False,2023-01-07 08:01:44,15-25
6368,38.3897,-105.1123,Florence,CO,"Burgess, Timothy Kent",(719) 784-4503,False,2023-01-07 06:04:02,15-30
4025,41.242309,-73.033825,Milford,CT,"Ahmad, Nasir U.",(203) 877-4040,False,2023-01-07 08:02:35,18-28
3002,43.628221,-70.277281,South Portland,ME,"Jenks / Benvenuti, David / Dominic",(207) 799-8131,False,2023-01-07 08:02:00,15-25
7604,33.495381,-112.099481,Phoenix,UT,"Rasmussen, Chirstopher R.",(435) 534-5533,False,2023-01-07 06:04:52,15-25
6747,30.124595,-94.159304,Beaumont,TX,"Cunningham, Michael A.",(409) 892-0007,False,2023-01-07 07:04:18,20-21
1180,43.034265,-85.620549,Grand Rapids,MI,"Arntson, Eric",(616) 710-4545,False,2023-01-07 07:56:08,15-25
2432,38.871846,-83.903468,Georgetown,OH,"Glass, John B.",(937) 378-9191,False,2023-01-07 08:01:44,17-27
6367,39.376128,-104.861342,Castle Rock,CO,"Hamill, R. Brent",(303) 660-1222,False,2023-01-07 06:04:02,11-21
4024,41.4897,-73.0557,Naugatuck,CT,"Iqbal, Mohammed",(203) 723-6653,False,2023-01-07 08:02:35,20-30
3001,43.6749,-70.2865,Portland,ME,"Jenks / Benvenuti, David / Dominic",(207) 774-1489,False,2023-01-07 08:02:00,15-30
7603,33.414243,-111.928911,Tempe,UT,"Rasmussen, Chirstopher R.",(435) 534-5533,False,2023-01-07 06:04:53,18-28
6746,30.07294,-94.10426,Beaumont,TX,"Cunningham, Michael A.",(409) 832-0000,False,2023-01-07 07:04:18,20-30
1178,46.454463,-90.168453,Ironwood,MI,"Carlson, Duane L. Jr.",(906) 364-7209,False,2023-01-07 06:56:08,14-29
2431,39.2218,-84.4415,Reading,OH,"Glass, John B.",(513) 821-1700,False,2023-01-07 08:01:44,29-39
6366,40.38126,-105.51544,Estes Park,CO,"Smith, Zachary Austin",(970) 586-8181,False,2023-01-07 06:04:01,20-35
4020,41.549716,-73.015055,Waterbury,CT,"Warren, Adam Michael",(203) 755-8110,False,2023-01-07 08:02:35,20-30
3000,44.92739,-68.666073,Old Town,ME,"Prior, Lee S.",(207) 817-6090,False,2023-01-07 08:02:00,20-30
7602,33.405476,-111.874959,Mesa,UT,"Rasmussen, Chirstopher R.",(435) 534-5533,False,2023-01-07 06:04:53,15-25
6745,29.972906,-93.991318,Nederland,TX,"Brown, Randy L. Sr.",(409) 727-7799,False,2023-01-07 07:04:18,15-25
1175,43.117017,-85.550248,Rockford,MI,"McGraw, Mark",(616) 951-4111,False,2023-01-07 07:56:08,15-25
2430,39.0949,-84.6119,Cincinnati,OH,"Glass, John B.",(513) 451-8880,False,2023-01-07 08:01:44,15-25
6365,38.939866,-104.606973,Falcon,CO,"Williams, Craig K.",(719) 494-1899,False,2023-01-07 06:04:02,11-21
4015,41.856,-72.6398,Windsor,CT,"Chowdhury, Rahman",(860) 688-6313,False,2023-01-07 08:02:35,20-30
2996,37.920322,-89.831936,Chester,IL,"Burch, Nicholas M.",(618) 826-2020,False,2023-01-07 07:02:00,20-30
7601,33.495558,-112.003838,Phoenix,UT,"Rasmussen, Chirstopher R.",(435) 534-5533,False,2023-01-07 06:04:52,14-24
6744,30.5179,-97.7911,Cedar Park,TX,"Burnham, Mason",(512) 651-3512,False,2023-01-07 07:04:18,15-25
1170,42.81118,-83.251816,Oxford,MI,"Asmar, Amer T.",(248) 628-3202,False,2023-01-07 07:56:08,20-30
2422,41.424561,-81.613641,Garfield Heights,OH,"Qureshi, Muhammad Bilal",(216) 353-3500,False,2023-01-07 08:01:44,20-30
6364,39.113983,-96.80745,Fort Riley,KS,"Maddox, Jeffrey W.",(785) 761-2700,False,2023-01-07 07:04:01,20-25
4012,41.535841,-73.052021,Waterbury,CT,"Warren, Adam Michael",(203) 437-7177,False,2023-01-07 08:02:35,20-30
2993,41.760769,-88.322402,Aurora,IL,"Ambre, Timothy J.",(630) 264-4444,False,2023-01-07 07:02:00,20-30
7599,40.49184,-111.41048,Heber City,UT,"Rasmussen, Chirstopher R.",(435) 534-5533,False,2023-01-07 06:04:52,15-25
6742,30.01455,-97.89101,Kyle,TX,"Buckner, Rory L.",(512) 268-5883,False,2023-01-07 07:04:18,20-30
1169,42.446904,-83.087378,Detroit,MI,"Seck, Lamine",(313) 368-9368,False,2023-01-07 07:56:08,9-24
2420,41.2803,-84.3681,Defiance,OH,"Omlor, Michael V.",(419) 782-2383,False,2023-01-07 08:01:44,20-26
6363,37.351567,-108.556465,Cortez,CO,"Bailey, Brian K.",(970) 565-7373,False,2023-01-07 06:04:01,15-25
4011,41.764364,-72.610063,East Hartford,CT,"Islam, Mohammed D",(860) 569-1700,False,2023-01-07 08:02:35,20-30
2990,42.174799,-88.366944,Algonquin,IL,"Manos, Anthony P.",(847) 854-5554,False,2023-01-07 07:02:00,20-30
7598,40.30741,-112.01838,Eagle Mountain,UT,"Riddle, Charles M.",(385) 355-0533,False,2023-01-07 06:04:51,14-24
6741,32.418534,-96.838932,Waxahachie,TX,"Mekonnen, Mac A.",(972) 923-3030,False,2023-01-07 07:04:18,13-28
1167,42.675561,-84.547322,Lansing,MI,"Arntson, Eric",(517) 999-7992,False,2023-01-07 07:56:08,20-30
2418,40.889116,-84.578725,Van Wert,OH,"Omlor, Michael V.",(419) 232-2640,False,2023-01-07 08:01:44,20-27
6362,39.158832,-108.731877,Fruita,CO,"Treleven, Anthony",(970) 858-2302,False,2023-01-07 06:04:01,13-23
4010,41.793197,-72.524456,Manchester,CT,"Warren, Neil A.",(860) 645-6000,False,2023-01-07 08:02:35,15-25
2987,41.482,-87.7313,Richton Park,IL,"Khan, Saad J.",(708) 481-4780,False,2023-01-07 07:02:00,20-30
7597,40.599816,-112.454042,Grantsville,UT,"Riddle, Charles M.",(435) 884-9595,False,2023-01-07 06:04:52,20-35
6740,29.785411,-95.821164,Katy,TX,"Mouch, Thomas F.",(281) 342-7010,False,2023-01-07 07:04:17,20-30
1166,46.494355,-84.35017,Sault Ste Maire,MI,"Lambert, Adam K.",(906) 632-4000,False,2023-01-07 07:56:08,15-25
2414,41.722346,-83.553017,Toledo,OH,"Edler, Brian L.",(419) 386-0000,False,2023-01-07 08:01:45,20-35
6360,39.3114,-94.9138,Leavenworth,KS,"Miller, Daryl M.",(913) 651-7244,False,2023-01-07 07:04:01,12-22
4009,41.997264,-72.595008,Enfield,CT,"Gesualdi , Nancy",(860) 265-2424,False,2023-01-07 08:02:35,20-31
2986,41.9404,-87.8068,Chicago,IL,"Palmiotto, Robert",(773) 622-9600,False,2023-01-07 07:02:00,20-30
7596,33.1891,-111.5998,Queen Creek,AZ,"Ferdows, Farnad",(520) 494-1010,False,2023-01-07 06:04:52,14-24
6739,29.5581,-95.772,Rosenberg,TX,"Mouch, Thomas F.",(281) 342-7010,False,2023-01-07 07:04:18,20-30
1165,47.120072,-88.555089,Houghton,MI,"Lambert, Adam K.",(906) 482-6060,False,2023-01-07 07:56:08,15-25
2411,41.471256,-84.550628,Bryan,OH,"Edler, Brian L.",(419) 519-9999,False,2023-01-07 08:01:44,20-31
6359,38.3328,-104.745,Pueblo,CO,"Burgess, Timothy Kent",(719) 547-1444,False,2023-01-07 06:04:01,20-30
4007,41.73263,-72.734201,WEST HARTFORD,CT,"Warren, Neil A.",(860) 232-4000,False,2023-01-07 08:02:35,25-35
2985,41.79271,-87.80144,Chicago,IL,"Hemingway, Matthew",(773) 788-1800,False,2023-01-07 07:02:00,20-30
7593,32.756798,-111.671277,Arizona City,AZ,"Ferdows, Farnad",(520) 494-1010,False,2023-01-07 06:04:53,20-30
6738,30.044983,-95.348043,Spring,TX,"Montemayor, Oscar",(281) 645-4443,False,2023-01-07 07:04:17,20-30
1163,42.560677,-82.870299,Clinton Township,MI,"Asmar, Amer T.",(586) 791-5900,False,2023-01-07 07:56:08,14-24
2407,41.05316,-83.611566,Findlay,OH,"Edler, Brian L.",(419) 424-0000,False,2023-01-07 08:01:44,20-31
6358,40.6108,-105.07592,Ft. Collins,CO,"Hamill, R. Brent",(720) 685-3334,False,2023-01-07 06:04:01,30-40
4005,41.739964,-72.684109,Hartford,CT,"Chowdhury, Rahman",(860) 548-0050,False,2023-01-07 08:02:35,25-35
2983,41.930223,-87.882196,Franklin Park,IL,"Palmiotto, Robert",(847) 737-3400,False,2023-01-07 07:02:00,30-40
7592,40.16079,-111.62702,Springville,UT,"Riddle, Charles M.",(801) 491-7111,False,2023-01-07 06:04:52,14-29
6737,29.848,-95.2143,Houston,TX,"Abdelmotal, Elsadig M.",(281) 459-3030,False,2023-01-07 07:04:17,15-25
1161,43.018459,-83.636647,Flint,MI,"Asmar, Amer T.",(810) 715-1111,False,2023-01-07 07:56:08,14-24
2406,41.050831,-83.650538,Findlay,OH,"Edler, Brian L.",(419) 423-3333,False,2023-01-07 08:01:44,17-28
6357,39.972196,-104.816174,Brighton,CO,"Hamill, R. Brent",(720) 685-3334,False,2023-01-07 06:04:01,15-25
4003,41.7678,-72.6995,Hartford,CT,"Chowdhury, Rahman",(860) 246-8333,False,2023-01-07 08:02:35,30-40
2982,41.706858,-87.799789,Bridgeview,IL,"Hemingway, Matthew",(708) 233-0700,True,2023-01-07 07:02:29,
7591,40.742904,-111.93989,Salt Lake City,UT,"Beadles, Jonathon G.",(435) 257-5881,False,2023-01-07 06:04:53,25-35
6736,29.909263,-95.585793,Houston,TX,"Montemayor, Oscar",(281) 443-3030,False,2023-01-07 07:04:17,20-30
1160,42.9977,-84.1787,Owosso,MI,"Arntson, Eric",(989) 725-5000,False,2023-01-07 07:56:07,14-24
2404,41.0759,-81.4952,Akron,OH,"Short, Christopher J.",(330) 376-2223,False,2023-01-07 08:01:44,20-30
6356,39.541246,-104.939419,Littleton,CO,"Hamill, R. Brent",(720) 348-1222,False,2023-01-07 06:04:01,14-24
4002,41.826705,-72.730898,Bloomfield,CT,"Chowdhury, Rahman",(860) 969-4777,False,2023-01-07 08:02:35,30-40
2980,41.426253,-87.752495,Monee,IL,"Hemingway, Matthew",(708) 581-9500,False,2023-01-07 07:02:00,20-30
7590,38.747758,-112.087975,Richfield,UT,"Beadles, Jonathon G.",(435) 257-5881,False,2023-01-07 06:04:52,20-35
6735,30.0132,-95.3764,Humble,TX,"Montemayor, Oscar",(281) 443-3030,False,2023-01-07 07:04:17,20-30
1159,42.992857,-83.732904,Flint,MI,"Asmar, Amer T.",(810) 341-1111,False,2023-01-07 07:56:07,30-40
2403,41.5352,-80.867,Orwell,OH,"Qureshi, Muhammad Bilal",(440) 437-3030,False,2023-01-07 08:01:44,15-25
6355,38.9939,-105.06,Woodland Park,CO,"Williams, Craig K.",(719) 687-5310,False,2023-01-07 06:04:01,11-21
4001,41.687919,-72.770226,New Britain,CT,"Cookston, Robert L. III",(860) 225-6644,False,2023-01-07 08:02:35,10-20
2976,41.705216,-87.740788,Oak Lawn,IL,"Hemingway, Matthew",(708) 581-9500,False,2023-01-07 07:02:00,21-31
7588,41.711705,-112.166722,Tremonton,UT,"Beadles, Jonathon G.",(435) 257-5881,False,2023-01-07 06:04:52,20-30
6734,29.725847,-95.35016,Houston,TX,"Abdelmotal, Elsadig M.",(713) 225-2828,False,2023-01-07 07:04:17,15-25
1151,42.9837,-83.6931,Flint,MI,"Asmar, Amer T.",(810) 234-5333,False,2023-01-07 07:56:07,20-30
2402,41.374903,-83.648085,Bowling Green,OH,"Omlor, Michael V.",(419) 353-6342,False,2023-01-07 08:01:44,17-27
6354,39.65565,-105.0483,Denver,CO,"Feavel, Jay B.",(970) 407-1073,False,2023-01-07 06:04:01,15-25
4000,41.2706,-72.5006,Clinton,CT,"Prior, Lee S.",(860) 552-4829,False,2023-01-07 08:02:34,20-35
2975,42.029267,-88.061305,Schaumburg,IL,"Bilisoly, Joseph L.",(847) 490-1111,False,2023-01-07 07:02:00,20-30
7586,40.4549,-109.544,Vernal,UT,"Kearns, David",(435) 781-2121,False,2023-01-07 06:04:52,20-35
6733,29.651072,-95.139111,Pasadena TX,TX,"Schweitzer, Michael H.",(512) 746-2550,False,2023-01-07 07:04:17,14-24
1149,43.039793,-83.321615,Lapeer,MI,"Redies, Thomas D.",(810) 356-7772,False,2023-01-07 07:56:07,15-25
2401,41.14087,-81.356726,Kent,OH,"Graves, Susan L.",(330) 673-6360,False,2023-01-07 08:01:43,14-24
6353,40.576862,-105.057605,Fort Collins,CO,"Feavel, Jay B.",(970) 407-1073,False,2023-01-07 06:04:01,30-40
3999,40.798068,-74.148093,Belleville,NJ,"Beniamien, Malak S.",(973) 751-2222,False,2023-01-07 08:02:34,20-30
2974,42.217461,-88.254145,Cary,IL,"Manos, Anthony P.",(847) 516-3030,False,2023-01-07 07:02:00,19-29
7585,34.567064,-111.8624,Camp Verde,AZ,"Ferdows, Farnad",(928) 554-0999,False,2023-01-07 06:04:52,40-50
6732,29.757077,-95.36506,Houston,TX,"Schweitzer, Michael H.",(512) 746-2550,False,2023-01-07 07:04:17,14-24
1148,43.145637,-85.710055,Sparta,MI,"Arntson, Eric",(616) 887-8000,False,2023-01-07 07:56:07,20-30
2397,40.794653,-81.694088,Dalton,OH,"Burrow, Brian D.",(330) 828-0238,False,2023-01-07 08:01:43,20-30
6352,38.855502,-94.667742,Overland Park,KS,"Poulsen, Jamie S.",(913) 851-3003,False,2023-01-07 07:04:01,25-35
3998,38.699576,-75.78892,Federalsburg,MD,"Kent, Andrew",(410) 754-7007,False,2023-01-07 08:02:34,20-30
2973,41.601306,-87.835625,Orland Park,IL,"Bronzell, Anthony S.",(708) 460-9900,False,2023-01-07 07:02:00,20-30
7584,33.390302,-112.169114,Laveen,UT,"Kearns, David",(435) 637-3151,False,2023-01-07 06:04:52,15-25
6731,30.814302,-97.610014,Jarrell,TX,"Schweitzer, Michael H.",(512) 746-2550,False,2023-01-07 07:04:17,12-22
1147,43.03671,-85.6885,comstock park,MI,"Arntson, Eric",(616) 369-9466,False,2023-01-07 07:56:06,20-30
2396,39.505518,-84.748796,Oxford,OH,"Glass, John B.",(513) 524-6262,False,2023-01-07 08:01:43,24-34
6351,38.9567,-94.6458,Overland Park,KS,"Poulsen, Jamie S.",(913) 341-6884,False,2023-01-07 07:04:01,20-30
3997,42.200723,-70.943889,Weymouth,MA,"Rivard, Robert P.",(781) 682-9000,False,2023-01-07 08:02:34,30-35
2972,41.677213,-87.681178,Blue Island,IL,"Hemingway, Matthew",(708) 239-0009,False,2023-01-07 07:02:00,20-30
7583,33.423467,-112.225768,Phoenix,UT,"Kearns, David",(435) 637-3151,False,2023-01-07 06:04:52,15-30
6730,27.54449,-99.48331,Laredo,TX,"Salido, Fernando",(956) 726-1974,False,2023-01-07 07:04:17,20-30
1144,42.0105,-86.495,Stevensville,MI,"Morey, David Allen Jr.",(269) 556-7030,False,2023-01-07 07:56:07,20-30
2393,37.64259,-91.53573,Salem,MO,"Wampler, Stephen E.",(573) 453-2999,False,2023-01-07 07:01:43,15-25
6350,37.651205,-97.352674,Wichita,KS,"Poulsen, Jamie S.",(316) 260-1105,False,2023-01-07 07:04:01,20-30
3996,41.870532,-71.522297,Smithfield,RI,"Christina, William J.",(401) 233-8966,False,2023-01-07 08:02:34,20-35
2971,38.758254,-89.684162,Highland,IL,"Ratterman, Mark B.",(618) 654-7700,False,2023-01-07 07:02:00,15-25
7582,39.599225,-110.798841,Price,UT,"Kearns, David",(435) 637-3151,False,2023-01-07 06:04:52,20-35
6729,31.8849,-102.373,Odessa,TX,"Gerety, Cassie",(432) 367-3030,False,2023-01-07 07:04:17,15-25
1143,45.837,-87.0372,Gladstone,MI,"Lambert, Adam K.",(906) 428-6075,False,2023-01-07 07:56:07,20-30
2389,39.56196,-84.232438,Springboro,OH,"Metro, Louis C.",(937) 748-2212,False,2023-01-07 08:01:43,15-25
6349,39.7825,-104.847,Montbello,CO,"Hamill, R. Brent",(303) 576-0065,False,2023-01-07 06:04:01,20-30
3995,40.253792,-74.338599,Manalapan,NJ,"Talwar, Subhash C.",(732) 780-9999,False,2023-01-07 08:02:34,17-27
2970,41.791873,-87.869114,Countryside,IL,"Hemingway, Matthew",(708) 580-4900,False,2023-01-07 07:01:59,21-31
7578,33.4341,-112.3034,Avondale,AZ,"Ferdows, Farnad",(928) 681-3030,False,2023-01-07 06:04:52,18-33
6728,27.800898,-97.676426,Robstown,TX,"Dain, Daniel W. Jr.",(361) 426-7377,False,2023-01-07 07:04:17,15-27
1141,42.533505,-83.502087,Commerce,MI,"Asmar, Amer T.",(248) 960-0600,False,2023-01-07 07:56:07,20-30
2387,40.7304,-84.144,Lima,OH,"DePugh, Steve",(419) 222-3030,False,2023-01-07 08:01:43,30-40
6348,39.541634,-107.783148,Rifle,CO,"Treleven, Anthony",(970) 625-0505,False,2023-01-07 06:04:01,15-25
3993,42.377559,-71.067068,Charlestown,MA,"El-Sibai, Mohammad A.",(617) 419-4400,False,2023-01-07 08:02:34,20-30
2967,38.7323,-89.8922,Troy,IL,"Ratterman, Mark B.",(618) 667-6100,False,2023-01-07 07:02:00,15-25
7577,35.219267,-114.034133,Kingman,AZ,"Ferdows, Farnad",(928) 681-3030,False,2023-01-07 06:04:52,20-30
6727,31.069532,-98.18479,Lampasas,TX,"Coronis, Stephen Isaac",(512) 265-8855,False,2023-01-07 07:04:17,12-22
1140,42.497674,-82.897715,Saint Clair Shores,MI,"Dally, Jason",(586) 771-2800,False,2023-01-07 07:56:07,20-35
2384,39.52049,-84.38256,Middletown,OH,"Metro, Louis C.",(513) 422-2700,False,2023-01-07 08:01:43,15-25
6347,37.23128,-96.99657,Winfield,KS,"Cunningham, Donal",(620) 301-1500,False,2023-01-07 07:04:01,20-30
3992,40.363776,-74.664482,Princeton,NJ,"Khan, Muhammad Ratib",(609) 688-6870,False,2023-01-07 08:02:34,17-27
2966,40.195862,-88.399736,Mahomet,IL,"Emerson, Seth",(217) 586-1600,False,2023-01-07 07:01:59,20-30
7576,33.698783,-112.140757,Glendale,AZ,"Ferdows, Farnad",(928) 759-2333,False,2023-01-07 06:04:52,14-24
6726,30.281849,-95.573481,Montgomery,TX,"Cunningham, Michael A.",(936) 363-4300,False,2023-01-07 07:04:17,15-25
1139,42.479543,-82.964529,Eastpointe,MI,"Dally, Jason",(586) 447-3100,False,2023-01-07 07:56:07,20-30
2383,39.376631,-84.549297,Hamilton,OH,"Metro, Louis C.",(513) 863-1500,False,2023-01-07 08:01:43,15-25
6346,37.568898,-97.244415,Derby,KS,"Cunningham, Donal",(316) 295-2829,False,2023-01-07 07:04:01,20-30
3991,40.758,-74.9822,Washington,NJ,"Khan, Mohammad S.",(908) 689-2200,False,2023-01-07 08:02:34,20-30
2965,37.738777,-88.532476,Harrisburg,IL,"Daugherty, Danny J.",(618) 252-8311,False,2023-01-07 07:01:59,20-30
7575,34.609008,-112.321126,Prescott Valley,AZ,"Ferdows, Farnad",(928) 759-2333,False,2023-01-07 06:04:52,21-36
6725,30.155969,-97.789625,Austin,TX,"Buckner, Rory L.",(512) 346-5900,True,2023-01-07 07:04:46,
1138,42.944678,-85.667528,Grand Rapids,MI,"Arntson, Eric",(616) 475-5555,False,2023-01-07 07:56:07,20-30
2382,39.4143,-84.582,Hamilton,OH,"Metro, Louis C.",(513) 863-4004,False,2023-01-07 08:01:43,15-25
6345,38.929336,-94.723617,Overland Park,KS,"Poulsen, Jamie S.",(913) 894-4144,False,2023-01-07 07:04:01,20-30
3990,40.669768,-74.914874,Clinton,NJ,"Ansari, Massoud",(908) 638-8400,False,2023-01-07 08:02:34,20-30
2964,38.901024,-90.040624,Bethalto,IL,"Ratterman, Mark B.",(618) 377-3030,False,2023-01-07 07:01:59,15-25
7573,33.844848,-112.134649,Phoenix,AZ,"McManus, Phillip",(623) 551-1515,False,2023-01-07 06:04:52,15-30
6724,28.419206,-97.75766,Beeville,TX,"Molina, Henry",(361) 358-6871,False,2023-01-07 07:04:17,26-36
